시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,Latitude,Longitude
서울특별시 성동구 하왕십리동,왕십리KCC스위첸,64.236,202410,10,"107,000",4,개인,개인,2016,무학봉길 35,37.5608428,127.0266872
서울특별시 동대문구 전농동,전농SK,114.3,202410,10,"62,500",1,개인,개인,2000,사가정로 148,37.5766417,127.060466
서울특별시 성동구 하왕십리동,센트라스,84.96,202410,10,"173,000",4,개인,개인,2016,왕십리로 410,37.56611,127.0276467
서울특별시 성동구 응봉동,대림강변타운,59.76,202410,10,"120,500",14,개인,개인,2001,고산자로 160,37.5534295,127.0357413
서울특별시 동대문구 이문동,이문삼성래미안아파트,84.991,202410,10,"81,700",8,개인,개인,2001,천장산로11길 22,37.6003485,127.0564336
서울특별시 동대문구 이문동,중앙하이츠빌,59.4,202410,10,"70,000",20,개인,개인,2002,외대역동로 101,37.5964626,127.0646257
서울특별시 성동구 하왕십리동,센트라스,59.93,202410,10,"143,500",13,개인,개인,2016,왕십리로 410,37.56611,127.0276467
서울특별시 동대문구 이문동,이문삼성래미안아파트,84.991,202410,10,"81,700",8,개인,개인,2001,천장산로11길 22,37.6003485,127.0564336
서울특별시 중랑구 상봉동,주함해븐타워,15.73,202410,10,"12,500",5,개인,개인,2015,면목로 491,37.5958035,127.0853233
서울특별시 동대문구 용두동,이편한세상청계센트럴포레,84.93,202410,10,"104,000",7,개인,개인,2021,무학로 91,37.5721425,127.0297414
서울특별시 종로구 창신동,창신쌍용1,79.87,202410,10,"74,300",12,개인,개인,1992,동망산길 19,37.5805122,127.0140149
서울특별시 성동구 마장동,대성유니드,114.52,202410,10,"78,000",7,개인,개인,2004,마장로37길 7,37.5668274,127.038633
서울특별시 성동구 행당동,대림e-편한세상,59.96,202410,10,"106,000",7,개인,개인,2000,행당로 79,37.5579013,127.0271186
서울특별시 성동구 금호동4가,서울숲푸르지오,84.87,202410,10,"198,000",8,개인,개인,2007,금호로 15,37.5447555,127.0224568
서울특별시 성동구 성수동2가,힐스테이트,143,202410,10,"305,000",13,개인,개인,2009,성수일로4길 26,37.541234,127.0521391
서울특별시 용산구 한강로1가,대우월드마크용산,166.37,202410,10,"290,000",35,개인,개인,2007,한강대로 211,37.5371752,126.9729851
서울특별시 성동구 사근동,벽산,59.84,202410,10,"68,700",2,개인,개인,2000,살곶이길 176,37.5604483,127.049483
서울특별시 중랑구 묵동,신내,39.84,202410,10,"36,000",5,개인,개인,1996,숙선옹주로 91,37.6164127,127.0848742
서울특별시 중구 중림동,삼성사이버빌리지,59.93,202410,10,"124,500",5,개인,개인,2001,중림로 10,37.5581158,126.9653067
서울특별시 성동구 응봉동,대림강변타운,84.42,202410,10,"147,500",22,개인,개인,2001,고산자로 160,37.5534295,127.0357413
서울특별시 동대문구 휘경동,동양2차,59.949,202410,10,"66,500",19,개인,개인,2002,외대역동로 36,37.592313,127.0668933
서울특별시 서대문구 홍은동,북한산두산위브2차,59.7501,202410,10,"73,800",9,개인,개인,2021,홍은중앙로1길 100,37.599995,126.9443368
서울특별시 양천구 신월동,동방,27.69,202410,10,"17,000",4,개인,개인,1999,신월로 220,37.5214502,126.8464686
서울특별시 서대문구 홍제동,홍제역해링턴플레이스,84.95,202410,10,"136,000",13,개인,개인,2024,세무서8길 30,37.5900202,126.9485643
서울특별시 양천구 신월동,양천홈타운2차아파트,38.48,202410,10,"28,000",7,개인,법인,2019,중앙로55길 56,37.525946,126.8431687
서울특별시 양천구 목동,부영3,159.57,202410,10,"215,000",23,개인,개인,2000,목동동로 411,37.5367306,126.8822117
서울특별시 양천구 신정동,목동신시가지8,54.94,202410,10,"132,500",10,개인,개인,1987,목동서로 280,37.5216265,126.8676568
서울특별시 서대문구 천연동,천연뜨란채,56.08,202410,10,"84,400",16,개인,개인,2006,독립문로8길 54,37.5675617,126.9584488
서울특별시 서대문구 북가좌동,북가좌삼호,114.03,202410,10,"94,000",10,개인,개인,1996,거북골로 154,37.5764938,126.9131712
서울특별시 양천구 목동,목동신시가지5,95.21,202410,10,"244,500",4,개인,개인,1986,목동동로 350,37.5341154,126.882084
서울특별시 마포구 성산동,성산시영(유원),59.43,202410,10,"78,000",11,개인,개인,1986,월드컵북로 235,37.572115,126.9018923
서울특별시 강서구 화곡동,승윤노블리안,80.06,202410,10,"53,300",11,개인,개인,2012,곰달래로20길 13,37.5296417,126.8430386
서울특별시 강서구 염창동,강변힐스테이트,84.99,202410,10,"118,000",16,개인,개인,2005,양천로75길 19,37.5512515,126.8745431
서울특별시 서대문구 북아현동,e편한세상신촌1단지,84.98,202410,10,"161,500",3,개인,개인,2018,북아현로1가길 20,37.5581532,126.9500426
서울특별시 서대문구 홍제동,홍제센트럴IPARK,59.9837,202410,10,"102,000",11,개인,개인,2020,통일로 395,37.5598665,126.9708838
서울특별시 강서구 등촌동,"등촌7,8단지주공아파트",41.85,202410,10,"56,000",7,개인,개인,1994,공항대로43길 104,37.5608036,126.8516881
서울특별시 송파구 방이동,트리니엘,26.4474,202410,10,"36,000",5,개인,개인,2021,가락로39길 5,37.5116372,127.1183852
서울특별시 강동구 암사동,선사현대아파트,59.64,202410,10,"97,000",7,개인,개인,2000,상암로 11,37.552396,127.1258146
서울특별시 강동구 암사동,한강현대,115,202410,10,"119,000",8,개인,개인,1999,올림픽로104길 41,37.5552084,127.1319244
서울특별시 강동구 길동,삼익파크맨션,72.89,202410,10,"89,500",8,개인,개인,1982,명일로 293,37.5438556,127.147483
서울특별시 구로구 구로동,현대연예인,54.86,202410,10,"50,000",10,개인,개인,1989,구일로4길 46,37.4929859,126.8771135
서울특별시 동작구 대방동,주공2,58.65,202410,10,"90,000",1,개인,개인,1995,여의대방로44길 47,37.5097245,126.9300449
서울특별시 강서구 방화동,"월드메르디앙201동,202동",66.76,202410,10,"64,000",14,개인,개인,2004,양천로1길 117,37.575088,126.80921
서울특별시 강서구 가양동,일신건영휴먼빌,84.95,202410,10,"87,700",15,개인,개인,2004,강서로 490,37.5689159,126.842201
서울특별시 영등포구 신길동,보라매에스케이뷰,59.98,202410,10,"126,000",17,개인,개인,2020,여의대방로35가길 19,37.502904,126.9174414
서울특별시 구로구 개봉동,한마을,84.57,202410,10,"82,000",3,개인,개인,1999,경인로 382,37.4952641,126.8625018
서울특별시 영등포구 도림동,도림청구,37.81,202410,10,"39,500",17,개인,개인,1997,도영로7길 7,37.5091653,126.8953434
서울특별시 영등포구 대림동,현대3차,84.89,202410,10,"97,500",11,개인,개인,1997,도신로 31,37.5055322,126.8956135
서울특별시 구로구 구로동,럭키,59.98,202410,10,"54,800",14,개인,개인,1992,도림로 107,37.4920109,126.8940706
서울특별시 동작구 대방동,대방1차e-편한세상,84.32,202410,10,"139,000",16,개인,개인,2003,알마타길 37,37.5120419,126.9290823
서울특별시 성북구 돈암동,동소문현대,84.72,202410,10,"65,000",10,개인,개인,1994,아리랑로5길 50-8,37.597988,127.0127065
서울특별시 성북구 보문동3가,현대I-PARK,84.3,202410,10,"94,000",10,개인,개인,2003,지봉로21길 19,37.5855869,127.0166208
서울특별시 도봉구 창동,동아청솔,59.445,202410,10,"64,000",7,개인,개인,1997,노해로69길 103,37.6572501,127.0483041
서울특별시 성북구 정릉동,길음뉴타운데시앙,59.42,202410,10,"49,000",1,개인,개인,1999,서경로 28,37.6064113,127.0161107
서울특별시 성북구 하월곡동,월곡두산위브,84.992,202410,10,"79,000",10,개인,개인,2003,오패산로 46,37.6070327,127.0383656
서울특별시 성북구 정릉동,길음뉴타운데시앙,84.94,202410,10,"65,000",9,개인,개인,1999,서경로 28,37.6064113,127.0161107
서울특별시 노원구 월계동,삼창,56.59,202410,10,"42,000",7,개인,개인,1984,광운로2나길 50,37.6185046,127.060222
서울특별시 강북구 번동,스카이캐슬,14.46,202410,10,"18,800",12,개인,개인,2021,오패산로77길 36,37.6363789,127.0249437
서울특별시 노원구 상계동,상계대림,59.67,202410,10,"49,000",7,개인,개인,1989,상계로 193-14,37.6630427,127.0745157
서울특별시 노원구 상계동,상계대림,59.67,202410,10,"49,000",7,개인,개인,1989,상계로 193-14,37.6630427,127.0745157
서울특별시 강북구 미아동,송천센트레빌,84.867,202410,10,"98,000",4,개인,법인,2010,숭인로 39,37.612752,127.0258145
서울특별시 성북구 안암동3가,대광,60.89,202410,10,"23,000",4,개인,개인,1971,안암로9나길 14,37.5823638,127.0249212
서울특별시 성북구 정릉동,대우,43.11,202410,10,"31,900",13,개인,개인,2001,보국문로30길 15,37.6180203,127.0034245
서울특별시 노원구 월계동,삼호4,50.18,202410,10,"55,000",14,개인,개인,1987,마들로 127,37.6265223,127.0641587
서울특별시 강북구 미아동,에스케이북한산시티,84.86,202410,10,"70,200",22,개인,개인,2004,솔샘로 174,37.6179756,127.0126309
서울특별시 강북구 미아동,에스케이북한산시티,84.86,202410,10,"70,200",22,개인,개인,2004,솔샘로 174,37.6179756,127.0126309
서울특별시 강북구 미아동,삼각산아이원,84.705,202410,10,"68,000",6,개인,개인,2003,삼양로19길 113,37.6152259,127.0181273
서울특별시 도봉구 쌍문동,성원하이츠A동,71.22,202410,10,"40,000",3,개인,개인,2004,도봉로133길 14,37.6575743,127.0388839
서울특별시 도봉구 쌍문동,신동아,63.03,202410,10,"35,500",5,개인,개인,2003,도봉로117길 70,37.6497473,127.0310727
서울특별시 성북구 석관동,래미안아트리치,59.98,202410,10,"85,000",10,개인,개인,2019,돌곶이로8길 22,37.606127,127.0634204
서울특별시 강남구 대치동,은마,76.79,202410,10,"257,000",1,개인,개인,1979,삼성로 212,37.4974176,127.0653272
서울특별시 강남구 역삼동,역삼래미안,59.4,202410,10,"222,000",17,개인,개인,2005,선릉로69길 19,37.4975157,127.0500483
서울특별시 강남구 일원동,수서,52.29,202410,10,"109,000",9,개인,개인,1992,양재대로55길 12,37.4926339,127.0902837
서울특별시 송파구 문정동,현대2,84.96,202410,10,"88,000",8,기타,개인,1995,송파대로16길 12,37.4841462,127.1246052
서울특별시 서초구 우면동,엘에이치서초4단지,74.97,202410,10,"130,000",17,개인,개인,2013,양재대로2길 33,37.4584613,127.023655
서울특별시 송파구 가락동,헬리오시티,150.09,202410,10,"390,000",29,개인,개인,2018,송파대로 345,37.497519,127.1072265
서울특별시 관악구 신림동,LIG대학마을(건영아파트3차),84.82,202410,10,"71,500",6,개인,개인,1996,신림로3길 40,37.4671423,126.9429448
서울특별시 송파구 석촌동,석촌호수효성해링턴타워,15.8307,202410,10,"24,000",14,개인,개인,2015,석촌호수로 210,37.5065624,127.1003724
서울특별시 강남구 일원동,디에이치자이개포,63.76,202410,10,"260,000",20,개인,개인,2021,영동대로 22,37.4909336,127.0751203
서울특별시 관악구 신림동,삼성산주공(주공3단지),83.21,202410,10,"63,000",20,개인,개인,2000,호암로 399,37.462507,126.9261294
서울특별시 관악구 봉천동,e편한세상서울대입구1단지,84.93,202410,10,"126,000",9,개인,개인,2019,청룡10길 45,37.4781201,126.9433202
서울특별시 서초구 양재동,우성,84.88,202410,9,"162,000",9,개인,개인,1991,바우뫼로 91,37.4766176,127.0294575
서울특별시 강남구 논현동,아크로힐스논현,84.208,202410,9,"243,000",23,개인,개인,2014,언주로 604,37.5095247,127.038955
서울특별시 송파구 문정동,문정시영,39.69,202410,9,"61,000",14,개인,개인,1989,송이로31길 56,37.4905974,127.1354467
서울특별시 서초구 방배동,방배1차현대홈타운,59.94,202410,9,"157,000",5,개인,개인,1999,서초대로1길 30,37.4884387,126.9839012
서울특별시 관악구 봉천동,두산,84.87,202410,9,"100,900",22,개인,개인,2000,봉천로 387,37.4845264,126.9428948
서울특별시 관악구 봉천동,보라매삼성,84.99,202410,9,"83,000",4,개인,개인,1996,보라매로 62,37.4941041,126.9281773
서울특별시 관악구 봉천동,벽산블루밍,84.99,202410,9,"81,000",1,개인,개인,2005,은천로 93,37.4892875,126.9447672
서울특별시 강남구 수서동,까치마을,49.5,202410,9,"134,000",14,개인,개인,1993,광평로19길 10,37.4847337,127.0876186
서울특별시 송파구 가락동,우정에쉐르,84.95,202410,9,"80,000",6,개인,개인,2004,중대로23길 20,37.5026334,127.12578
서울특별시 송파구 가락동,헬리오시티,110.44,202410,9,"287,000",26,개인,개인,2018,송파대로 345,37.497519,127.1072265
서울특별시 송파구 가락동,가락금호아파트,59.91,202410,9,"127,800",19,개인,개인,1997,송파대로32길 15,37.4963627,127.1163626
서울특별시 서초구 신원동,서초포레스타3단지,59.96,202410,9,"121,000",5,개인,개인,2014,헌릉로8길 22,37.4547821,127.0589417
서울특별시 강남구 대치동,대치동우정에쉐르1,59.73,202410,9,"88,000",8,개인,개인,2004,삼성로85길 38,37.5045439,127.0542093
서울특별시 강남구 대치동,대치아이파크,59.96,202410,9,"265,000",14,개인,개인,2008,선릉로 222,37.4950563,127.0545628
서울특별시 강남구 도곡동,도곡렉슬,59.9772,202410,9,"220,000",11,개인,개인,2006,선릉로 221,37.4935415,127.0505473
서울특별시 송파구 송파동,래미안송파파인탑,87.05,202410,9,"189,800",19,개인,개인,2012,오금로32길 31,37.5026768,127.1200063
서울특별시 송파구 송파동,현대,84.96,202410,9,"127,000",13,개인,개인,1997,오금로32길 42,37.5034788,127.1177988
서울특별시 송파구 잠실동,트리지움,59.88,202410,9,"200,000",8,개인,개인,2007,잠실로 62,37.5098873,127.0895702
서울특별시 강남구 압구정동,한양1차(영동한양),63.87,202410,9,"375,000",9,개인,개인,1977,압구정로 321,37.5291557,127.0381668
서울특별시 송파구 신천동,파크리오,59.95,202410,9,"205,000",22,개인,개인,2008,올림픽로 435,37.5205362,127.1061511
서울특별시 관악구 신림동,LIG대학마을(건영아파트3차),58.9,202410,9,"45,200",8,개인,개인,1996,신림로3길 40,37.4671423,126.9429448
서울특별시 강남구 청담동,청담4차이-편한세상,84.57,202410,9,"214,000",8,개인,개인,2011,학동로73길 33,37.5205547,127.0469499
서울특별시 송파구 거여동,e편한세상송파파크센트럴,84.96,202410,9,"159,000",28,개인,개인,2021,오금로 551,37.505801,127.1247627
서울특별시 송파구 방이동,방이금호어울림,59.67,202410,9,"88,000",3,개인,개인,2001,위례성대로8길 28,37.51252,127.1182517
서울특별시 강동구 고덕동,래미안힐스테이트고덕,97.26,202410,9,"188,500",23,개인,개인,2016,아리수로50길 50,37.558949,127.1470826
서울특별시 강동구 성내동,에스케이허브진,30.26,202410,9,"40,000",7,개인,개인,2004,천호대로 1092,37.5351568,127.1327274
서울특별시 송파구 거여동,송파시그니처롯데캐슬,84.98,202410,9,"164,200",7,개인,개인,2021,거마로 56,37.4954616,127.1494859
서울특별시 강동구 명일동,래미안솔베뉴,59.32,202410,9,"141,000",12,개인,개인,2019,양재대로 1650,37.5527708,127.1453519
서울특별시 강동구 암사동,한강현대,84.93,202410,9,"113,000",21,개인,개인,1999,올림픽로104길 42,37.5552084,127.1319244
서울특별시 중구 신당동,래미안하이베르,59.74,202410,9,"113,500",8,개인,개인,2011,퇴계로90길 74,37.5616188,127.0227206
서울특별시 성동구 금호동3가,금호한신,59.99,202410,9,"106,300",14,개인,개인,2005,금호산길 27,37.5503302,127.017936
서울특별시 성동구 행당동,행당한진타운,59.96,202410,9,"95,500",1,개인,개인,2000,행당로 82,37.5558801,127.0292075
서울특별시 성동구 행당동,신동아,59.97,202410,9,"85,000",2,개인,개인,1995,독서당로 441,37.5543707,127.0328371
서울특별시 중랑구 신내동,건영2차,74.25,202410,9,"68,500",10,개인,개인,1996,신내로7길 20,37.6016769,127.0957192
서울특별시 성동구 성수동2가,현대I-PARK,84.98,202410,9,"155,500",25,개인,개인,2003,성수이로 137,37.5474072,127.0566112
서울특별시 광진구 중곡동,중곡2단지,55.87,202410,9,"48,300",2,개인,개인,1976,긴고랑로1길 55,37.5667787,127.0784143
서울특별시 성동구 마장동,세림,84.93,202410,9,"98,000",5,개인,개인,1986,마장로42길 16,37.5652954,127.0451834
서울특별시 광진구 화양동,씨즈건대힐스,14.23,202410,9,"16,100",3,개인,개인,2017,광나루로20길 17,37.5461926,127.0746675
서울특별시 용산구 이촌동,한가람,59.88,202410,9,"178,000",11,개인,개인,1998,이촌로65길 8,37.5214758,126.9716279
서울특별시 용산구 이촌동,이촌코오롱(A),59.82,202410,9,"160,000",6,개인,개인,1999,이촌로87길 21,37.5200745,126.9779378
서울특별시 용산구 이촌동,강촌,84.77,202410,9,"226,000",19,개인,법인,1998,이촌로87길 14,37.5192978,126.9794089
서울특별시 동대문구 전농동,전농SK,59.34,202410,9,"67,000",2,개인,개인,2000,사가정로 148,37.5766417,127.060466
서울특별시 동대문구 장안동,래미안장안,59.86,202410,9,"82,300",3,개인,개인,2003,장한로14길 81,37.5664448,127.072427
서울특별시 용산구 효창동,용산롯데캐슬센터포레,59.79,202410,9,"165,000",20,개인,개인,2019,백범로 313,37.4632716,126.715121
서울특별시 중구 만리동1가,LIG서울역리가,84.9566,202410,9,"140,000",7,개인,개인,2012,만리재로33길 21,37.5558918,126.9669542
서울특별시 동대문구 휘경동,주공2,39.98,202410,9,"46,500",13,개인,개인,2001,한천로 248,37.5829867,127.0707472
서울특별시 동대문구 이문동,쌍용,84.89,202410,9,"79,500",10,개인,개인,2000,한천로58길 47,37.5997832,127.0685137
서울특별시 동대문구 이문동,현대,84.56,202410,9,"80,500",21,개인,개인,2000,한천로58길 107,37.6013505,127.0701922
서울특별시 중랑구 면목동,용마산하늘채,84.6147,202410,9,"96,000",8,개인,개인,2015,용마산로 210,37.5724668,127.0870397
서울특별시 양천구 목동,롯데캐슬위너,84.94,202410,9,"122,000",5,개인,개인,2005,목동중앙북로 38,37.5468897,126.8672385
서울특별시 서대문구 북아현동,e편한세상신촌2단지,59.85,202410,9,"150,000",9,개인,개인,2018,북아현로1길 17,37.5582857,126.9538442
서울특별시 서대문구 북아현동,e편한세상신촌3단지,59.96,202410,9,"150,000",14,개인,개인,2018,북아현로 29,37.5596889,126.9559812
서울특별시 마포구 대흥동,대흥동태영아파트,59.4,202410,9,"107,000",1,개인,개인,1999,독막로 266,37.5447302,126.9425709
서울특별시 마포구 신공덕동,공덕아이파크,84.96,202410,9,"156,800",12,개인,개인,2013,만리재로 36,37.5549999,126.9659293
서울특별시 서대문구 북가좌동,월드컵현대,111.13,202410,9,"96,000",6,개인,개인,1998,수색로 154,37.5762935,126.9043907
서울특별시 양천구 신월동,신월시영,59.49,202410,9,"62,800",4,개인,개인,1988,신월로 99,37.5179066,126.8340997
서울특별시 양천구 신월동,신도신월1차,84.85,202410,9,"72,000",5,개인,개인,2004,신월로20길 33,37.5180518,126.8464665
서울특별시 서대문구 연희동,대우푸르지오,59.584,202410,9,"82,500",4,개인,개인,2002,연희로 38-20,37.5615201,126.929515
서울특별시 양천구 신월동,목동센트럴아이파크위브4단지,59.68,202410,9,"97,500",2,개인,개인,2020,남부순환로83길 47,37.5178709,126.8442226
서울특별시 마포구 마포동,비체힐리버뷰,15.6786,202410,9,"14,000",7,개인,개인,2012,마포대로4나길 71,37.5363239,126.9453837
서울특별시 양천구 신월동,목동센트럴아이파크위브2단지,84.97,202410,9,"118,800",23,개인,개인,2020,남부순환로83길 18,37.5154895,126.8425811
서울특별시 마포구 중동,중동계룡아파트,84.6,202410,9,"85,000",16,개인,개인,2000,월드컵북로38가길 20,37.5704843,126.9059376
서울특별시 마포구 공덕동,공덕3삼성래미안,114.98,202410,9,"195,000",11,개인,개인,2004,마포대로7길 22,37.5482976,126.9519168
서울특별시 마포구 공덕동,래미안공덕4차,83.42,202410,9,"144,000",3,개인,개인,2005,마포대로11길 50,37.5503217,126.9511515
서울특별시 서대문구 홍제동,문화촌현대,84.99,202410,9,"76,000",10,개인,개인,2002,문화촌길 6-24,37.5922763,126.9494933
서울특별시 양천구 목동,현대파크빌(907-23),114.4,202410,9,"150,000",23,개인,개인,2003,목동동로 391,37.5358651,126.8802728
서울특별시 강서구 염창동,현대아이파크,84.84,202410,9,"98,500",13,개인,개인,2005,공항대로 637,37.5475425,126.8757832
서울특별시 양천구 목동,우성,84.63,202410,9,"134,000",6,개인,개인,1992,목동중앙로 143,37.541299,126.8755061
서울특별시 양천구 목동,목동신시가지7,74.12,202410,9,"209,500",5,개인,개인,1986,목동로 212,37.5288229,126.8678406
서울특별시 양천구 목동,금호1,59.88,202410,9,"118,000",17,개인,개인,1997,목동동로 258,37.5252744,126.8746771
서울특별시 양천구 목동,트라팰리스웨스턴에비뉴,127.65,202410,9,"279,000",32,개인,개인,2009,오목로 299,37.5259926,126.8703832
서울특별시 강서구 등촌동,등촌동아이파크,134.9883,202410,9,"121,000",10,개인,개인,2004,등촌로 163,37.5439159,126.8602292
서울특별시 강서구 화곡동,한솔,58.53,202410,9,"26,300",3,개인,개인,2006,까치산로14길 33-10,37.5446877,126.849322
서울특별시 서대문구 냉천동,동부센트레빌,59.86,202410,9,"73,000",16,개인,개인,2002,독립문로14길 74,37.5666065,126.9600124
서울특별시 양천구 신정동,푸른마을2,59.85,202410,9,"61,000",6,개인,개인,2001,신정로7길 76,37.513551,126.8353703
서울특별시 은평구 응암동,e편한세상백련산,84.72,202410,9,"91,000",10,개인,개인,2022,백련산로 112,37.5949467,126.9240471
서울특별시 양천구 신정동,목동파크자이(101동~108동),84.993,202410,9,"148,000",10,개인,개인,2019,목동남로4길 80,37.5093997,126.8688497
서울특별시 양천구 신정동,신트리1,59.73,202410,9,"73,500",12,개인,개인,1999,신정로 293,37.2937278,127.0998299
서울특별시 은평구 응암동,백련산에스케이뷰아이파크,84.9039,202410,9,"98,000",2,개인,개인,2020,응암로30길 16,37.5949519,126.9209109
서울특별시 서대문구 남가좌동,DMC에코자이,59.79,202410,9,"104,000",10,개인,개인,2019,거북골로 84,37.5772487,126.9190219
서울특별시 양천구 신정동,청구,84.99,202410,9,"94,500",8,개인,개인,1992,신목로2길 11,37.5190482,126.8756164
서울특별시 마포구 창전동,창전래미안,84.93,202410,9,"119,700",15,개인,개인,1998,서강로 95,37.5504633,126.9325287
서울특별시 노원구 월계동,주공2,38.64,202410,9,"32,800",7,개인,개인,1992,초안산로1길 18,37.6281255,127.0527822
서울특별시 은평구 구산동,동익파크2동(355-98),84.95,202410,9,"47,100",6,개인,개인,1991,서오릉로23길 9-8,37.6150007,126.9071869
서울특별시 성북구 종암동,아이파크종암동1차,59.73,202410,9,"80,000",13,개인,개인,2004,종암로21길 127,37.6025344,127.0298655
서울특별시 성북구 종암동,아이파크종암동1차,84.98,202410,9,"96,000",6,개인,개인,2004,종암로21길 127,37.6025344,127.0298655
서울특별시 노원구 월계동,동신,71.77,202410,9,"60,000",7,개인,개인,1983,광운로2나길 30,37.6175521,127.0612663
서울특별시 노원구 상계동,미라보(성림),60,202410,9,"34,000",2,개인,개인,2006,덕릉로127길 25,37.6719593,127.0812497
서울특별시 도봉구 창동,한신APT,84.92,202410,9,"47,000",1,개인,개인,1999,덕릉로60바길 21,37.639007,127.0410466
서울특별시 노원구 상계동,상계주공12(고층),41.3,202410,9,"40,000",13,개인,개인,1988,한글비석로 530,37.6661657,127.0593193
서울특별시 노원구 상계동,상계주공12(고층),41.3,202410,9,"44,500",6,개인,개인,1988,한글비석로 530,37.6661657,127.0593193
서울특별시 성북구 길음동,길음동동부센트레빌(1278-0),114.912,202410,9,"94,500",20,개인,개인,2003,숭인로2길 61,37.6103707,127.024274
