시군구,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,Latitude,Longitude
서울특별시 강서구 화곡동,계명아파트나동,74.79,202410,31,"39,800",3,개인,개인,2001,강서로 43-22,37.5308298,126.8462923
서울특별시 동작구 상도동,중앙하이츠빌,123.6025,202410,31,"110,000",1,개인,개인,2003,상도로 320,37.499075,126.949792
서울특별시 강서구 가양동,한강타운,84.99,202410,30,"94,000",2,개인,개인,1993,허준로 23,37.5713845,126.8449875
서울특별시 영등포구 영등포동1가,여의도이튼브라운,43.37,202410,30,"56,500",4,개인,개인,2022,경인로114길 6,37.5177364,126.9143049
서울특별시 영등포구 문래동2가,남성,72.9,202410,30,"65,000",11,개인,개인,1983,경인로77길 21,37.5125877,126.8916007
서울특별시 양천구 신정동,목동현대3차,84.77,202410,30,"105,000",16,개인,개인,1997,목동동로12길 60,37.5203883,126.8772356
서울특별시 노원구 상계동,상계1차중앙하이츠,59.82,202410,30,"54,800",17,개인,개인,1997,노원로28길 15,37.6537412,127.0689054
서울특별시 강남구 일원동,래미안 개포 루체하임,84.99,202410,30,"274,500",4,개인,개인,2018,개포로110길 50,37.4893051,127.0798699
서울특별시 용산구 한강로3가,시티하우스,19.89,202410,30,"24,400",3,개인,개인,2011,한강대로14길 37,37.5243967,126.9662815
서울특별시 성동구 금호동2가,래미안하이리버,59.99,202410,30,"139,000",10,개인,개인,2012,금호로 107,37.551292,127.0245415
서울특별시 강동구 명일동,현대(고덕),131.83,202410,30,"165,000",4,개인,개인,1986,동남로71길 41,37.5505035,127.1535263
서울특별시 강동구 길동,청광플러스원큐브2차,14.495,202410,29,"10,000",13,개인,개인,2013,천호대로175길 10,37.5351292,127.1369446
서울특별시 노원구 상계동,상계2차중앙하이츠,59.82,202410,29,"54,500",4,개인,개인,1998,노원로 428,37.6549617,127.0683084
서울특별시 성북구 정릉동,대우,43.11,202410,29,"33,000",4,개인,개인,2001,보국문로30길 15,37.6180203,127.0034245
서울특별시 성북구 정릉동,정릉풍림아이원,114.75,202410,29,"65,000",9,개인,개인,2005,솔샘로25길 28,37.6185856,127.0073052
서울특별시 구로구 구로동,하나세인스톤1차,21.7256,202410,29,"14,550",16,법인,개인,2011,구로중앙로28다길 16,37.5012537,126.8889839
서울특별시 양천구 신정동,목동신시가지12,71.64,202410,29,"155,000",7,개인,개인,1988,목동동로 50,37.5130364,126.8611326
서울특별시 은평구 진관동,우물골2단지두산위브(209~222동)BL2-8,84.51,202410,29,"81,000",2,개인,개인,2009,진관2로 111-7,37.636298,126.9315055
서울특별시 동대문구 장안동,경남하이빌,73.78,202410,29,"51,000",3,개인,개인,2008,사가정로23길 40,37.5804372,127.0702131
서울특별시 성동구 상왕십리동,센트럴큐브,24.76,202410,29,"30,000",16,개인,개인,2019,난계로24길 19,37.5706573,127.0255206
서울특별시 동대문구 장안동,경남하이빌,73.78,202410,29,"51,000",3,개인,개인,2008,사가정로23길 40,37.5804372,127.0702131
서울특별시 서초구 반포동,래미안원베일리,59.96,202410,29,"330,000",16,개인,개인,2023,반포대로 333,37.4955764,127.0056948
서울특별시 강남구 삼성동,삼성동롯데아파트,91.77,202410,29,"239,000",19,개인,개인,2000,학동로 432,37.5177635,127.0486776
서울특별시 강남구 청담동,현대아파트,84.78,202410,29,"184,000",10,개인,개인,1988,선릉로 748,37.5214383,127.0405995
서울특별시 강남구 도곡동,타워팰리스3,244.224,202410,28,"650,000",57,개인,개인,2004,언주로30길 26,37.4873359,127.0528298
서울특별시 송파구 신천동,장미1,99,202410,28,"249,000",12,개인,개인,1979,올림픽로35길 104,37.5188846,127.0992806
서울특별시 동작구 신대방동,보라매자이더포레스트,59.9365,202410,28,"70,100",6,개인,개인,2021,여의대방로22길 121,37.4985518,126.9260898
서울특별시 강서구 방화동,청솔,59.04,202410,28,"57,800",6,개인,개인,1994,방화대로47길 55,37.5756306,126.8129654
서울특별시 영등포구 여의도동,브라이튼여의도,101.9509,202410,28,"369,100",15,개인,법인,2023,국제금융로 39,37.5218921,126.9303477
서울특별시 강서구 방화동,청솔,59.04,202410,28,"57,800",6,개인,개인,1994,방화대로47길 55,37.5756306,126.8129654
서울특별시 강서구 방화동,신동아,59.4,202410,28,"58,000",11,개인,개인,1995,방화대로37길 15,37.5701021,126.8159597
서울특별시 성북구 정릉동,정릉풍림아이원,59.88,202410,28,"53,800",12,개인,개인,2005,솔샘로 120,37.4247207,126.6643981
서울특별시 성북구 돈암동,범양,59.79,202410,28,"59,700",3,개인,개인,1998,정릉로 402-16,37.6033362,127.0280067
서울특별시 도봉구 창동,태영데시앙,84.995,202410,28,"51,000",2,개인,개인,2003,도봉로110다길 51,37.642926,127.03339
서울특별시 강북구 수유동,수유벽산1차,63.78,202410,28,"53,400",13,개인,개인,1993,삼각산로 143-1,37.6423794,127.018989
서울특별시 중구 황학동,DUO302,15.97,202410,28,"16,000",8,개인,개인,2014,난계로 169,36.1795481,127.7764891
서울특별시 중랑구 망우동,금호어울림(580),84.93,202410,28,"65,500",3,개인,법인,2006,양원역로 18,37.6022195,127.1092696
서울특별시 양천구 신정동,목동신시가지9,106.93,202410,28,"210,000",5,개인,개인,1987,목동서로 340,37.5185416,126.8624047
서울특별시 은평구 진관동,은평뉴타운솔하임,45.034,202410,28,"55,000",6,개인,개인,2017,통일로 1080,37.6396694,126.9181075
서울특별시 서대문구 홍제동,홍제현대,75.15,202410,28,"82,500",5,개인,개인,1992,통일로39가길 57,37.5889949,126.9413986
서울특별시 양천구 목동,성원2,59.9,202410,28,"62,900",3,개인,개인,2000,목동중앙남로 100,37.5427541,126.8634712
서울특별시 강서구 등촌동,가양역두산위브,50.09,202410,28,"75,000",8,개인,개인,2022,공항대로45길 15,37.5561389,126.8544821
서울특별시 마포구 용강동,이편한세상마포리버파크,59.98,202410,28,"179,000",14,개인,개인,2016,토정로31길 24,37.5415624,126.9437176
서울특별시 양천구 신월동,보아스청와,70.82,202410,28,"39,500",4,개인,개인,2004,오목로3길 32,37.5241314,126.8386402
서울특별시 은평구 신사동,신사씨티,58.09,202410,27,"38,400",2,개인,개인,1993,가좌로 391,37.6003547,126.9041068
서울특별시 양천구 목동,목동신시가지5,65.08,202410,27,"195,000",10,개인,개인,1986,목동동로 350,37.5341154,126.882084
서울특별시 은평구 진관동,은평뉴타운기자촌11단지,59.88,202410,27,"69,000",13,개인,개인,2015,연서로46길 7,37.6363228,126.9346539
서울특별시 동작구 신대방동,현대,84.57,202410,27,"99,000",15,개인,개인,1996,여의대방로 28,37.494565,126.9122485
서울특별시 강동구 길동,신암가온,56.7,202410,27,"47,000",10,개인,개인,2002,천호대로177길 55,37.5369643,127.1379657
서울특별시 강동구 천호동,골드하임(102동),84.27,202410,27,"63,000",4,개인,개인,2005,천중로35가길 19,37.5418429,127.1385346
서울특별시 성북구 석관동,코오롱,59.94,202410,27,"58,750",20,개인,개인,1999,한천로 509,37.6062614,127.0657236
서울특별시 노원구 월계동,삼호4,50.18,202410,26,"57,950",4,개인,개인,1987,마들로 127,37.6265223,127.0641587
서울특별시 노원구 상계동,수락리버시티3단지,84.69,202410,26,"63,000",2,개인,개인,2009,누원로 28,37.6875043,127.0544509
서울특별시 노원구 하계동,학여울청구,84.77,202410,26,"80,000",10,개인,개인,1999,동일로207길 186,37.6363492,127.0613398
서울특별시 은평구 구산동,갈현현대,59.94,202410,26,"41,000",4,개인,개인,1998,서오릉로21길 36,37.612981,126.9055382
서울특별시 성북구 정릉동,정릉e-편한세상,114.56,202410,26,"90,000",12,개인,개인,2006,솔샘로24길 15,37.6151944,127.0102048
서울특별시 은평구 불광동,북한산힐스테이트1차아파트,59.817,202410,26,"73,000",11,개인,개인,2009,불광로2길 33,37.6126463,126.9370097
서울특별시 영등포구 당산동4가,당산현대5차,59.85,202410,26,"105,000",17,개인,개인,2000,당산로42길 16,37.5296392,126.9008126
서울특별시 영등포구 여의도동,브라이튼여의도,101.9509,202410,26,"369,100",14,개인,법인,2023,국제금융로 39,37.5218921,126.9303477
서울특별시 구로구 개봉동,한마을,123.46,202410,26,"62,300",1,개인,개인,1999,경인로 382,37.4952641,126.8625018
서울특별시 영등포구 영등포동,영등포푸르지오,79.777,202410,26,"109,000",9,개인,개인,2002,도신로29길 28,37.5115331,126.90239
서울특별시 동작구 사당동,사당우성2,46.75,202410,26,"85,800",8,개인,개인,1993,동작대로29길 91,37.4896386,126.9759403
서울특별시 구로구 신도림동,대림e-편한세상7,84.928,202410,26,"124,000",8,개인,개인,2004,신도림로 56-13,37.5084841,126.8827725
서울특별시 강서구 방화동,방화5,33.18,202410,26,"38,000",11,개인,개인,1994,금낭화로 287-19,37.5771886,126.8102531
서울특별시 영등포구 영등포동1가,여의도이튼브라운,31.19,202410,26,"41,800",12,개인,개인,2022,경인로114길 6,37.5177364,126.9143049
서울특별시 서대문구 홍은동,북한산두산위브2차,59.7501,202410,26,"76,800",9,개인,개인,2021,홍은중앙로1길 100,37.599995,126.9443368
서울특별시 은평구 진관동,박석고개1단지힐스테이트(116~131동)BL2-1,59.85,202410,26,"79,000",2,개인,개인,2009,진관1로 21-10,37.6331033,126.9213831
서울특별시 서대문구 북아현동,두산,59.96,202410,26,"85,000",16,개인,개인,1999,이화여대8길 62,37.5591787,126.9501091
서울특별시 마포구 신정동,서강GS,59.98,202410,26,"108,000",19,개인,개인,1999,창전로 26,37.5439767,126.9310986
서울특별시 은평구 응암동,백련산파크자이,59.905,202410,26,"81,500",6,개인,개인,2021,백련산로 67,37.5921731,126.9220015
서울특별시 은평구 응암동,프라임팰리스,71.16,202410,26,"46,000",12,개인,개인,2003,은평로 96,37.5994314,126.9184592
서울특별시 강서구 등촌동,부영,80.64,202410,26,"90,000",13,개인,개인,1994,강서로56나길 110,37.5635575,126.8436412
서울특별시 서대문구 냉천동,동부센트레빌,59.86,202410,26,"73,000",6,개인,개인,2002,독립문로14길 74,37.5666065,126.9600124
서울특별시 서초구 서초동,래미안서초에스티지S,111.01,202410,26,"332,500",6,개인,개인,2018,서운로 104,37.4931888,127.0270754
서울특별시 송파구 송파동,2차한양아파트,146.96,202410,26,"188,000",4,개인,개인,1984,가락로 192,37.5050875,127.1161782
서울특별시 송파구 송파동,2차한양아파트,126.9,202410,26,"180,000",4,개인,개인,1984,가락로 192,37.5050875,127.1161782
서울특별시 관악구 신림동,태흥,59.86,202410,26,"43,300",19,개인,개인,1995,호암로 541,37.465993,126.9310291
서울특별시 강동구 상일동,중앙하이츠,84.23,202410,26,"93,000",1,개인,개인,1992,구천면로 557,37.5506496,127.1597978
서울특별시 강동구 암사동,선사현대아파트,82.94,202410,26,"139,000",11,개인,개인,2000,상암로 11,37.552396,127.1258146
서울특별시 강동구 명일동,래미안솔베뉴,59.11,202410,26,"137,000",14,개인,개인,2019,양재대로 1650,37.5527708,127.1453519
서울특별시 강동구 상일동,중앙하이츠,52.74,202410,26,"69,000",13,개인,개인,1992,구천면로 557,37.5506496,127.1597978
서울특별시 중랑구 신내동,신내9진흥,49.93,202410,26,"44,500",4,개인,개인,1996,신내로 127,37.6119852,127.0947268
서울특별시 동대문구 전농동,전농우성,59.78,202410,26,"58,500",7,개인,개인,1992,사가정로 191,37.5772715,127.0649582
서울특별시 성동구 행당동,행당한진타운,84.71,202410,26,"145,000",18,개인,개인,2000,행당로 82,37.5558801,127.0292075
서울특별시 성동구 금호동2가,신금호파크자이,84.98,202410,25,"167,500",2,개인,개인,2016,금호로 173,37.5554459,127.018621
서울특별시 중랑구 묵동,이편한세상화랑대,59.953,202410,25,"87,000",11,개인,개인,2017,숙선옹주로 45,37.6161994,127.0826733
서울특별시 양천구 목동,상진지오벨리,84.8,202410,25,"56,000",5,개인,개인,2004,목동중앙남로3가길 127,37.5413694,126.8639729
서울특별시 서대문구 홍제동,홍제역해링턴플레이스,59.99,202410,25,"93,100",1,개인,법인,2024,세무서8길 30,37.5900202,126.9485643
서울특별시 서대문구 홍제동,인왕산현대,59.93,202410,25,"69,500",16,개인,개인,2000,통일로34길 46,37.5855294,126.9508205
서울특별시 은평구 증산동,두산위브,84.4215,202410,25,"73,000",3,개인,개인,2005,증산서길 79,37.5840143,126.9063173
서울특별시 은평구 신사동,신사씨티,58.09,202410,25,"38,500",13,개인,개인,1993,가좌로 391,37.6003547,126.9041068
서울특별시 노원구 상계동,은빛1단지,59.95,202410,25,"53,600",15,개인,개인,1998,동일로245길 162,37.6815167,127.0538446
서울특별시 은평구 녹번동,녹번JR아파트,59.866,202410,25,"59,000",12,개인,개인,2002,통일로 586-19,37.6000735,126.9379214
서울특별시 노원구 월계동,청백3,49.77,202410,25,"37,800",14,개인,개인,1998,월계로45가길 89,37.6317699,127.0501857
서울특별시 노원구 상계동,은빛2단지,59.95,202410,25,"53,000",11,개인,개인,1998,동일로245가길 41,37.6799626,127.0535049
서울특별시 도봉구 도봉동,한신,84.94,202410,25,"56,000",4,개인,개인,1995,마들로 859-19,37.6857362,127.0480605
서울특별시 노원구 월계동,청백4,49.77,202410,25,"37,800",9,개인,개인,1998,월계로45가길 94,37.6316903,127.0517112
서울특별시 강북구 미아동,송천센트레빌,114.475,202410,25,"110,000",7,개인,개인,2010,숭인로 39,37.612752,127.0258145
서울특별시 구로구 구로동,구로궁전빌리지(771-42),59.4,202410,25,"23,000",3,개인,개인,1985,구로동로18길 57,37.4873203,126.8877229
서울특별시 구로구 구로동,한신,44.78,202410,25,"42,500",5,개인,개인,1988,구일로8길 63,37.4964976,126.8736589
서울특별시 구로구 구로동,청우아트빌라3차,42.3,202410,25,"17,500",4,개인,개인,1994,구로동로12길 45,37.4886644,126.8864271
서울특별시 동작구 흑석동,흑석동양아파트,84.991,202410,25,"105,000",2,개인,개인,2003,서달로1길 17,37.5003953,126.9586955
서울특별시 강동구 고덕동,고덕 아이파크,114.98,202410,25,"175,000",13,개인,개인,2011,동남로79길 26,37.5589299,127.1552406
서울특별시 관악구 봉천동,관악푸르지오,59.58,202410,25,"80,500",11,개인,개인,2004,관악로30길 27,37.4860127,126.9618587
서울특별시 관악구 봉천동,동원낙성대,74.75,202410,25,"80,000",7,개인,개인,2004,낙성대역길 19,37.4764523,126.9620921
서울특별시 관악구 봉천동,프라비다2,15.64,202410,25,"14,800",12,개인,개인,2013,남부순환로218길 37,37.4796789,126.9504553
서울특별시 송파구 잠실동,리센츠,98.55,202410,24,"317,000",20,개인,개인,2008,올림픽로 135,37.5140588,127.0884544
서울특별시 서초구 반포동,반포푸르지오,59.91,202410,24,"197,000",11,개인,개인,2000,신반포로15길 4,37.5038883,126.9964541
서울특별시 도봉구 창동,북한산아이파크5차,84.4516,202410,24,"94,000",19,개인,개인,2004,도봉로136길 28,37.6579094,127.0436338
서울특별시 성북구 석관동,코오롱,59.94,202410,24,"59,500",3,개인,개인,1999,한천로 509,37.6062614,127.0657236
서울특별시 은평구 불광동,북한산힐스테이트1차아파트,84.369,202410,24,"84,300",6,개인,개인,2009,불광로2길 33,37.6126463,126.9370097
서울특별시 노원구 상계동,보람아파트,54.59,202410,24,"48,000",7,개인,개인,1988,한글비석로 479,37.6627823,127.0643971
서울특별시 도봉구 창동,동아청솔,84.97,202410,24,"95,000",24,개인,개인,1997,노해로69길 103,37.6572501,127.0483041
서울특별시 노원구 월계동,현대,114.99,202410,24,"85,000",12,개인,개인,2000,석계로 49,37.6185529,127.0625822
서울특별시 노원구 중계동,중계그린1단지,39.78,202410,24,"41,500",14,개인,개인,1990,동일로207길 17,37.642026,127.0641086
서울특별시 중구 신당동,삼성,59.97,202410,24,"93,000",7,개인,개인,1999,청구로1길 23,37.5581685,127.0178958
서울특별시 성동구 금호동3가,금호한신,84.49,202410,24,"125,000",10,개인,개인,2005,금호산길 27,37.5503302,127.017936
서울특별시 중랑구 면목동,면목한신,44.5,202410,24,"44,500",12,개인,개인,1988,중랑천로 20,37.587504,127.0754651
서울특별시 성동구 금호동4가,힐스테이트서울숲리버,84.92,202410,24,"185,000",8,개인,개인,2018,독서당로 344,37.5468032,127.0265652
서울특별시 양천구 신정동,목동신시가지10,79.55,202410,24,"185,000",13,개인,개인,1988,목동서로 400,37.5174035,126.8586826
서울특별시 서대문구 냉천동,동부센트레빌,59.86,202410,24,"72,000",14,개인,법인,2002,독립문로14길 74,37.5666065,126.9600124
서울특별시 강서구 화곡동,프라임하우스(916-9),34.32,202410,24,"23,750",10,개인,개인,2013,월정로20길 82,37.5297608,126.8432401
서울특별시 마포구 공덕동,공덕SK리더스뷰,97.7,202410,24,"210,000",11,개인,개인,2021,백범로31길 7,37.5456175,126.9487941
서울특별시 강서구 마곡동,마곡엠벨리(15단지),84.88,202410,24,"112,000",9,개인,개인,2014,마곡중앙로 36,37.5567469,126.8281224
서울특별시 구로구 구로동,한일유앤아이,84.962,202410,24,"68,000",17,개인,개인,2006,가마산로 87,37.4864733,126.8760531
서울특별시 동작구 상도동,경향렉스빌,61.5494,202410,24,"68,000",10,개인,개인,2002,양녕로23길 9,37.4952966,126.9419355
서울특별시 영등포구 신길동,힐스테이트클래시안,59.91,202410,24,"128,000",23,개인,개인,2020,신길로28길 9,37.5041295,126.9119335
서울특별시 금천구 시흥동,럭키남서울아파트,41.26,202410,24,"42,000",7,개인,개인,1981,시흥대로47길 43,37.4504215,126.8993776
서울특별시 구로구 구로동,한일유앤아이,84.962,202410,24,"68,000",17,개인,개인,2006,가마산로 87,37.4864733,126.8760531
서울특별시 금천구 시흥동,럭키남서울아파트,41.26,202410,23,"42,000",7,개인,개인,1981,시흥대로47길 43,37.4504215,126.8993776
서울특별시 동작구 상도동,래미안상도3차,59.97,202410,23,"115,000",15,개인,개인,2004,상도로53길 8,37.499352,126.9547334
서울특별시 동작구 사당동,극동(105),51.57,202410,23,"87,000",3,개인,개인,1993,동작대로29길 119,37.4896386,126.9759403
서울특별시 강서구 내발산동,마곡수명산파크1단지,84.82,202410,23,"101,000",1,개인,개인,2007,강서로47길 108,37.5543776,126.8302062
서울특별시 구로구 개봉동,개봉동현대아이파크,84.98,202410,23,"89,000",7,개인,개인,2006,개봉로2길 133-15,37.4900602,126.8597864
서울특별시 동대문구 장안동,신부파스카(563),84.99,202410,23,"70,000",3,개인,개인,2005,장한로12길 35,37.5655167,127.0699634
서울특별시 송파구 신천동,파크리오,84.9,202410,23,"210,000",1,개인,개인,2008,올림픽로 435,37.5205362,127.1061511
서울특별시 관악구 봉천동,프라비다2,18.83,202410,23,"15,300",11,개인,개인,2013,남부순환로218길 37,37.4796789,126.9504553
서울특별시 강남구 수서동,신동아,39.53,202410,23,"122,000",12,개인,개인,1992,광평로47길 17,37.4870722,127.0984431
서울특별시 노원구 공릉동,한일휴니스빌,13.62,202410,23,"12,900",16,개인,개인,2013,화랑로 421,37.6175225,127.0743364
서울특별시 노원구 월계동,초안1,39.6,202410,23,"24,000",12,개인,개인,1998,덕릉로60길 185,37.6329928,127.0442906
서울특별시 강북구 미아동,경남아너스빌(1356-0),59.964,202410,23,"64,500",17,개인,개인,2003,오패산로30길 30,37.6152291,127.0357119
서울특별시 은평구 구산동,경향파크,84.06,202410,23,"45,200",8,개인,개인,1989,갈현로15길 53,37.6105713,126.9057607
서울특별시 도봉구 창동,수산트리플,59.86,202410,23,"54,400",5,개인,개인,2004,우이천로20길 6,37.6404364,127.034149
서울특별시 성북구 돈암동,한진(609-1),59.58,202410,23,"57,300",12,개인,개인,1998,성북로4길 52,37.5948075,127.0103188
서울특별시 노원구 상계동,수락리버시티3단지,84.69,202410,23,"63,000",6,개인,개인,2009,누원로 28,37.6875043,127.0544509
서울특별시 양천구 목동,금호1,59.88,202410,23,"122,000",11,개인,개인,1997,목동동로 258,37.5252744,126.8746771
서울특별시 강서구 화곡동,성재센트리움아파트,16.56,202410,23,"16,500",5,개인,개인,2016,화곡로 176-19,37.5414634,126.8417672
서울특별시 마포구 상암동,상암월드컵파크9단지,84.94,202410,23,"97,800",12,개인,개인,2010,월드컵북로 501,37.583453,126.8786598
서울특별시 서대문구 홍제동,홍제역해링턴플레이스,59.99,202410,23,"97,900",1,개인,법인,2024,세무서8길 30,37.5900202,126.9485643
서울특별시 양천구 신월동,금하뜨라네,84.71,202410,23,"38,000",7,개인,개인,2016,가로공원로56길 10,37.5341197,126.8238287
서울특별시 은평구 신사동,신사씨티,58.09,202410,23,"41,500",13,개인,개인,1993,가좌로 391,37.6003547,126.9041068
서울특별시 마포구 망원동,마포한강아이파크,84.2293,202410,23,"151,500",9,개인,개인,2019,희우정로 77,37.5525936,126.9031347
서울특별시 양천구 목동,목동신시가지6,47.94,202410,23,"150,000",4,개인,개인,1986,목동동로 430,37.5346421,126.8848163
서울특별시 강동구 암사동,선사현대아파트,59.64,202410,23,"101,800",9,개인,개인,2000,상암로 11,37.552396,127.1258146
서울특별시 강동구 천호동,천호태영아파트,59.63,202410,23,"87,000",20,개인,개인,1999,천호대로 1055,37.538155,127.1299846
서울특별시 강동구 암사동,힐스테이트 강동 리버뷰,59.9958,202410,23,"109,000",9,개인,개인,2019,올림픽로91길 30,37.5488496,127.1253672
서울특별시 강동구 길동,동삼빌라트,58.96,202410,23,"47,300",8,개인,개인,1998,천호대로197길 70,37.538958,127.1476677
서울특별시 강동구 성내동,아이퍼스트빌,15.94,202410,22,"13,000",5,개인,개인,2012,천호대로174길 16,37.5342672,127.1345281
서울특별시 강동구 상일동,동아,59.25,202410,22,"52,000",9,개인,개인,1997,상암로81길 7,37.5461442,127.1674872
서울특별시 강동구 길동,강동큐브(2차),15.12,202410,22,"9,000",15,개인,개인,2013,진황도로 85,37.5366326,127.1361531
서울특별시 송파구 오금동,명성화인캐슬,84.97,202410,22,"50,000",6,개인,개인,2003,동남로30길 16,37.5040722,127.1406265
서울특별시 강남구 개포동,대치푸르지오발라드,41.3882,202410,22,"106,590",7,개인,법인,2024,개포로 407,37.4873309,127.0606563
서울특별시 강남구 개포동,대치푸르지오발라드,55.4924,202410,22,"138,924",9,개인,법인,2024,개포로 407,37.4873309,127.0606563
서울특별시 강남구 삼성동,레미안삼성1차(101동),84.98,202410,22,"225,000",5,개인,개인,2005,영동대로114길 56,37.5171344,127.063973
서울특별시 강남구 자곡동,강남자곡 힐스테이트,84.39,202410,22,"123,500",9,개인,개인,2015,자곡로3길 21,37.4712792,127.0886878
서울특별시 관악구 봉천동,관악푸르지오,59.58,202410,22,"81,000",15,개인,개인,2004,관악로30길 27,37.4860127,126.9618587
서울특별시 송파구 잠실동,리센츠,124.22,202410,22,"348,000",9,개인,개인,2008,올림픽로 135,37.5140588,127.0884544
서울특별시 강남구 수서동,삼성,84.97,202410,22,"144,000",11,개인,개인,1997,광평로31길 27,37.4848958,127.0906778
서울특별시 강남구 개포동,대치푸르지오발라드,35.1099,202410,22,"93,534",7,개인,법인,2024,개포로 407,37.4873309,127.0606563
서울특별시 금천구 시흥동,관악산벽산타운5,84.97,202410,22,"56,700",7,개인,개인,2004,금하로 816,37.4482694,126.9187697
서울특별시 구로구 구로동,다울숲,84.01,202410,22,"67,000",4,개인,개인,2010,가마산로20다길 46,37.4922525,126.8885946
서울특별시 구로구 구로동,종인아네스트,16.04,202410,22,"10,500",19,개인,개인,2012,공원로7길 11,37.5019096,126.8884605
서울특별시 동작구 상도동,경향렉스빌,114.6534,202410,22,"89,000",10,개인,개인,2002,양녕로23길 9,37.4952966,126.9419355
서울특별시 구로구 개봉동,한양아이클래스구로,45.32,202410,22,"34,000",12,개인,개인,2018,개봉로23가길 10,37.4953547,126.8569298
서울특별시 구로구 구로동,비즈트위트그린,15.11,202410,22,"13,000",15,개인,개인,2012,구로중앙로18길 23,37.4953369,126.8904449
서울특별시 구로구 구로동,구로두산,44.64,202410,22,"45,800",19,개인,개인,1998,도림로 59,37.4893405,126.8892594
서울특별시 중랑구 면목동,쌍용더플래티넘용마산,59.9676,202410,22,"89,000",11,개인,개인,2020,용마산로 209,37.5724729,127.0853836
서울특별시 중구 흥인동,동대문와이즈캐슬,22.07,202410,22,"19,000",12,개인,개인,2014,퇴계로75길 7,37.5658402,127.0154683
서울특별시 종로구 홍파동,경희궁자이(2단지),101.9914,202410,22,"266,000",20,개인,개인,2017,송월길 99,37.5708297,126.9635609
서울특별시 종로구 평창동,밀레니엄,83.7,202410,22,"70,000",3,개인,개인,2017,평창12길 14-4,37.6069992,126.9676001
서울특별시 종로구 숭인동,종로청계힐스테이트,114.7153,202410,22,"120,000",11,개인,개인,2009,숭인동길 21,37.5760301,127.0211514
서울특별시 중랑구 상봉동,센트럴파크55,48.83,202410,22,"47,000",8,개인,개인,2019,봉우재로 155,37.5937758,127.0899963
서울특별시 중랑구 상봉동,상봉힐스테이,14.47,202410,22,"17,845",3,공공기관,법인,2021,봉우재로37길 17,37.5936954,127.087754
서울특별시 성동구 금호동2가,래미안하이리버,114.32,202410,22,"182,000",3,개인,개인,2012,금호로 107,37.551292,127.0245415
서울특별시 강서구 염창동,태영,84.93,202410,22,"70,000",15,개인,개인,1999,공항대로61길 60,37.5533765,126.8672114
서울특별시 서대문구 연희동,선명(102동),62.54,202410,22,"42,000",3,개인,개인,2004,증가로 74,37.5740292,126.9278777
서울특별시 강서구 화곡동,살렘,56.85,202410,22,"23,000",3,개인,개인,2002,초록마을로 77,37.5412244,126.850933
서울특별시 서대문구 북아현동,경남102동,96.49,202410,22,"130,000",9,개인,개인,2008,북아현로6길 15,37.5612087,126.9570281
서울특별시 양천구 목동,목동신시가지5,95.06,202410,22,"239,000",4,개인,개인,1986,목동동로 350,37.5341154,126.882084
서울특별시 양천구 목동,목동신시가지4,48.69,202410,22,"147,500",12,개인,개인,1986,목동서로 130,37.5319314,126.8715915
서울특별시 성북구 길음동,길음뉴타운7단지(두산위브),59.99,202410,22,"86,000",7,개인,개인,2010,길음로13길 22,37.609776,127.018829
서울특별시 노원구 공릉동,건영아파트,59.94,202410,22,"51,500",9,개인,개인,1998,동일로173가길 145,37.6244389,127.0714104
서울특별시 강북구 수유동,수유역하이씨티,12.33,202410,22,"8,500",11,개인,개인,2014,도봉로71가길 16,37.6320776,127.0225455
서울특별시 도봉구 쌍문동,금호1,36.36,202410,22,"28,250",7,개인,개인,1990,해등로26길 20,37.6590629,127.033472
서울특별시 성북구 하월곡동,래미안월곡,84.589,202410,22,"92,000",10,개인,개인,2006,오패산로 90,37.61044,127.0368734
서울특별시 노원구 공릉동,풍림아파트B,31.32,202410,22,"29,000",4,개인,개인,2001,섬밭로 134,37.6284092,127.0692533
서울특별시 성북구 길음동,길음뉴타운4단지(e편한세상),59.86,202410,22,"76,500",12,개인,개인,2005,길음로 118,37.612067,127.019649
서울특별시 강북구 번동,번동솔그린,59.82,202410,22,"43,000",10,개인,개인,1999,한천로109길 83,37.6261781,127.0393674
서울특별시 성북구 길음동,롯데캐슬클라시아,59.8745,202410,22,"120,000",12,개인,개인,2022,숭인로8길 80,37.6090477,127.0271592
서울특별시 도봉구 쌍문동,한양2,76.92,202410,22,"38,000",2,개인,개인,1988,해등로 231,37.6570391,127.0313224
서울특별시 은평구 갈현동,대경아르체,65.89,202410,22,"85,400",16,개인,법인,2024,통일로 897,37.6230817,126.9194278
서울특별시 도봉구 창동,삼성래미안,73.92,202410,22,"79,000",17,개인,개인,1992,노해로66길 21,37.6490829,127.0485403
서울특별시 도봉구 창동,대우그린,84.93,202410,21,"75,500",6,개인,개인,2000,덕릉로 371,37.6426571,127.0450782
서울특별시 성북구 하월곡동,삼전솔하임3차,15.62,202410,21,"11,000",19,개인,개인,2013,동소문로46길 18,37.6068619,127.0299632
서울특별시 도봉구 창동,대우그린,59.97,202410,21,"62,000",10,개인,개인,2000,덕릉로 371,37.6426571,127.0450782
서울특별시 은평구 구산동,갈현현대,84.83,202410,21,"56,500",6,개인,개인,1998,서오릉로21길 36,37.612981,126.9055382
