정류소명,경도,위도
성북생태체험관,127.0064961,37.62015341
정릉초교,127.006424,37.618938
파크빌라앞,127.0059082,37.59822561
골드하우스,127.004555,37.59848696
월곡중학교,127.0478487,37.60623486
508단지삼거리,127.0055357,37.59933309
산장빌라,127.0074088,37.59901574
산장빌라,127.0073998,37.59877612
성북참노인전문병원,127.0056794,37.59763003
교수단지,127.0092829,37.59966698
우방아파트,127.0094555,37.6002114
일신건영아파트.꿈에그린아파트,127.012109,37.60149142
일신건영아파트.꿈에그린아파트,127.012227,37.60145104
돈암힐스테이트.코오롱하늘채,127.014404,37.59883305
돈암동일신건영휴먼빌아파트,127.0136261,37.60164375
구민회관입구,127.0064557,37.59670335
508단지입구,127.0063862,37.59917446
스카이힐스,127.0036633,37.59948326
508단지삼거리,127.0056343,37.59922586
대일외고서경대정문,127.013145,37.612945
서경대본관,127.011423,37.61546
서경대본관,127.011687,37.615626
길음뉴타운8단지,127.015877,37.60757
길음뉴타운8단지,127.015704,37.60740681
서경로꿈마루도서관앞,127.013476,37.611633
국민커뮤니티센터,127.0044097,37.61228265
정릉연립,127.0043718,37.61221355
국민대후문,126.9994533,37.61119731
국민대후문,126.9998641,37.61117298
고려대사범대학부속고등학교.후문,126.9992951,37.60950598
고려대사범대학부속고등학교.후문,126.9995107,37.60946143
월곡래미안루나밸리,127.04116,37.59965566
길음뉴타운10단지.라온유아파트,127.0181336,37.60298754
숭곡초교후문,127.0328338,37.60927755
월곡아남아파트,127.0345111,37.6064774
월곡동신아파트,127.0360245,37.6045306
돌곶이역8번출구,127.056327,37.610303
한성대입구역,127.0047237,37.58936299
장위동입구,127.0390305,37.61373132
북한산보국문역2번출구,127.0079858,37.6122939
북한산보국문역1번출구,127.0083291,37.61208355
일신초교.래미안라센트아파트,127.0394368,37.59824197
서울사대부설중학교,127.0383641,37.59614341
서울사대부설고등학교,127.0371653,37.59364737
일신휴먼빌.우정아파트,127.0112534,37.60043941
고려아파트,127.0272458,37.59856235
장월초교.참누리아파트,127.048262,37.6234017
동방주택,127.0437264,37.61658542
장위중학교,127.0405011,37.61190904
신안APT.길음초등학교,127.0164202,37.61422433
정릉4동종점,127.0101775,37.61294369
산림초소,126.9979441,37.61391999
정릉2동주민센터,127.0110779,37.60460856
성신여대입구역3번출구,127.0164517,37.59229187
삼선푸르지오APT앞,127.0135777,37.58515834
한성대정문,127.0112286,37.58256252
한신113동앞,127.0085998,37.59434268
낙산삼거리,127.0105671,37.5802666
돈암2동주민센터,127.0108661,37.59759119
종암중학교,127.0348753,37.59328447
종암교통정보센터,127.035903,37.59402618
고려슈퍼,127.0277679,37.59864062
슈퍼앞,127.0422166,37.61580872
월곡청소년센터,127.0404315,37.61101519
대우APT211동,127.017015,37.612893
KEB하나은행.오렌지마트,127.0091703,37.6113038
중앙하이츠정문,127.010978,37.60269737
한양슈퍼앞,127.0111699,37.58346812
구민회관201동앞,127.0092873,37.59558793
돈암지구대.현대아파트,127.0127098,37.59697889
선경아파트,127.0344613,37.59437491
세븐마트,127.0356654,37.59254985
죽림정사,127.0292269,37.59953144
나약국,127.0413542,37.61433447
동아아파트,127.0474094,37.60815435
월곡인조잔디구장,127.0394709,37.60866188
대우APT정문.대림APT후문,127.0176159,37.61196514
넓은마당,126.9997044,37.61460573
중앙하이츠후문,127.0093598,37.60353447
성신여대정문앞,127.0197375,37.59076583
한성대입구3거리,127.010945,37.586412
(구)법화사,127.0110898,37.58474164
이수아파트.한신휴아파트입구,127.0141174,37.5966165
극동아파트정문,127.034369,37.5954238
고려대법과대학.한국어교육관입구,127.0330195,37.59135577
래미안세레니티,127.0293309,37.59904844
장위1동주민센터,127.0432921,37.61381835
이지마트,127.0476777,37.60978611
월곡1동밤골경로당,127.0403854,37.60741717
새생명교회,127.0182401,37.61103192
도광사,127.0014669,37.61540949
정수초교,127.0088361,37.60437243
성신여대평생교육원,127.0200666,37.58927537
성신여대입구역,127.0162096,37.59350747
극동아파트후문,127.0334882,37.59602238
고려대안암학사,127.0305848,37.59125821
통일교회,127.0297868,37.59775706
장위1동치안센터,127.0455235,37.613804
GS25장위제일점,127.0482277,37.61085547
초림빌라,127.0410681,37.60746502
대림상가앞,127.0199286,37.61080237
현대아파트앞,127.0203179,37.60908319
산장아파트,127.0035141,37.61665995
그린빌라,127.0082027,37.60392813
삼선시장앞,127.0088742,37.58811073
종암아이파크2차정문,127.0326607,37.59689216
고려대아이스링크,127.0278066,37.59304125
그린마트,127.0310202,37.59798292
장위천주교앞,127.0489731,37.61261138
동덕여대후문,127.0408383,37.60665421
대림APT정문,127.0216764,37.61111294
래미안821동앞,127.0217979,37.60639122
정수빌라,127.0078193,37.60343921
한성대입구역.성북천분수마루,127.0067692,37.58809735
삼선시장,127.0091097,37.58814495
동방고개,127.0383227,37.61375249
정덕초교입구.이수아파트,127.0144254,37.59673049
현대홈마트,127.0330031,37.59774179
성북구의회,127.0264562,37.59455809
종암아이파크2차후문,127.0319703,37.59780245
장위시장,127.0500349,37.61330871
두산아파트후문,127.0402906,37.60596285
파리바게트앞,127.0226563,37.61138848
길음시장입구,127.0223666,37.60517253
길음역출구,127.0243523,37.60221058
그린빌라,127.0082622,37.60372483
한신105동앞,127.0088904,37.5926519
장위동그린빌아파트,127.0430066,37.61777873
돈암지구대.현대아파트,127.0127463,37.59717253
개운중학교,127.0248944,37.59417817
성북노인정입구,127.0327767,37.59785269
어해랑앞,127.0529125,37.61397753
자산약국.월곡전철역입구.6호선,127.0392307,37.60434125
동부아파트.샘물교회앞,127.0238854,37.61183698
길음전철역,127.0243,37.60413375
수녀원,127.0053135,37.61192038
정수초교,127.0087719,37.60418164
고려대이공대,127.0250423,37.58612781
삼선교.한성대입구역,127.0051557,37.58947881
한신103동앞,127.0082621,37.59220352
북서울꿈의숲,127.0451512,37.61994503
돈암신일해피트리아파트,127.0110067,37.59778824
통일교회,127.0297529,37.5978598
풍림아파트.성신초교,127.0235199,37.59519308
한미약국,127.0343462,37.59894277
세광빌라,127.0541544,37.61460863
래미안길음센터피스120동앞,127.0255415,37.61200784
중앙하이츠후문,127.0092607,37.60344889
고대병원,127.0271631,37.58611383
풍림106동,127.0220507,37.59761279
성북노인정입구,127.0328514,37.5979671
장위3동주민센터,127.0569016,37.61638067
관문약국,127.0553083,37.6156128
동덕여대부속유치원앞,127.0452759,37.60612287
영훈중고후문.길음래미안센터피스,127.0274933,37.61245434
성북미디어문화마루,127.022848,37.604206
구.정릉3동주민센터,127.0058967,37.60948832
중앙하이츠정문,127.0107186,37.60269563
한성대입구역5번출구,127.0050894,37.58922023
참누리아파트,127.047741,37.622979
고명중고교,127.0203281,37.5987114
종암아이파크2차후문,127.0319114,37.59790248
장위119안전센터,127.0581116,37.61521768
우리랜드사우나,127.0563241,37.61670624
석계역7번출구,127.065428,37.614303
석관두산아파트,127.0676261,37.61416291
성북레포츠타운,127.0703009,37.61008212
석관고,127.067226,37.610065
미아사거리전철역,127.0297023,37.61232702
길음시장입구,127.022454,37.605175
정든마을,127.0073021,37.60945863
국민은행장위동지점,127.0481921,37.61357676
고대사거리,127.0322869,37.58627744
한성대입구역2번출구,127.0067964,37.58853078
삼선교제1시장,127.0068903,37.58779458
개운초등학교,127.0288154,37.60133012
브라운스톤,127.0175919,37.5995444
그린마트,127.0309919,37.59809646
래미안610동앞,127.022283,37.60555492
수보약국,127.0078742,37.60868624
쌍다리,126.9958836,37.59342471
녹십자약국,127.009282,37.58963444
삼선교제2시장,127.0086669,37.58777915
종암래미안,127.029768,37.60174078
힐스테이트,127.0170332,37.59980236
현대백화점,127.0293255,37.60832062
래미안609동앞,127.0218416,37.60653989
오렌지마트,127.009364,37.61136145
정릉시장입구,127.0098054,37.60827069
용광교회,126.9948588,37.59253079
삼영탕앞,127.0100293,37.58881169
성북세무서앞,127.0101255,37.5881656
종암아이파크1차후문,127.0304477,37.60218394
우성APT정문,127.0152066,37.60060187
길음2동주민센터,127.0278026,37.60667921
래미안501동앞,127.0206925,37.6086973
북정마을삼거리,126.9925917,37.5925496
성북세무서앞,127.0104481,37.58787632
본교회앞,127.0116236,37.58864214
성북소방서,127.0309356,37.60257349
장위119안전센터,127.058557,37.615128
석계역,127.0647168,37.61462873
길음전철역,127.024158,37.60424
길음1동주민센터.길음중앙새마을금고앞,127.0197437,37.60992294
국민은행사거리,127.0482092,37.61370561
슈퍼앞,126.9927208,37.5931263
한성대입구사거리,127.0109053,37.58586144
고려삼계탕,127.0147163,37.58962488
종암아이파크1차정문,127.0303645,37.60352297
꿈의숲대명루첸아파트,127.0480041,37.61974964
돈암힐스테이트.코오롱하늘채,127.0142624,37.59851546
고려슈퍼,127.0276683,37.59865957
장위3동주민센터,127.057125,37.61658011
새생명교회,127.0183055,37.61099997
돈암코오롱하늘채.일신휴먼빌,127.0113467,37.59959922
서경대정문.대일외고,127.013025,37.61312516
북정경로당,126.9909758,37.5926486
(구)법화사,127.010998,37.5845909
범양APT입구,127.0272104,37.60395266
선잠로3길입구,126.9972124,37.59595261
선잠로3길입구,126.9968838,37.59602798
원진프라자앞,127.032945,37.59954398
대우APT정문.대림APT후문앞,127.0176896,37.61229132
선잠단지.성락원앞,126.9989243,37.5947299
선잠단지.성락원앞,126.9989215,37.59459476
북정마을삼거리.모정앞,126.9922226,37.59236034
성북동성당,126.9977806,37.59544618
성북동성당,126.9976561,37.59547546
성북빌리지,126.9966105,37.59671461
성북빌리지,126.9965774,37.59665122
한양슈퍼앞,127.0110533,37.58358708
돈암초등학교,127.0123873,37.59153996
길음역,127.0256431,37.60444771
북악슈퍼,126.9949423,37.59750841
래미안장위퍼스트하이아파트,127.0505519,37.61950399
북악슈퍼,126.9948251,37.59754089
우리랜드사우나,127.056127,37.61670813
대우APT211동앞,127.016919,37.613075
용광교회,126.9947886,37.59244068
길상사,126.9938902,37.59831844
수협동소문동지점,127.0102798,37.59043362
길상사,126.993744,37.598274
정릉꿈에그린아파트,127.0115042,37.60157044
종암사거리입구,127.0334093,37.60099383
정릉꿈에그린아파트,127.0112628,37.60157044
아리랑시장,127.0114967,37.60241978
아리랑시장,127.0113726,37.60226165
중앙하이츠빌아파트,127.0107922,37.60255452
세계문화유산정릉,127.009671,37.6015365
정릉꿈에그린1단지,127.0108956,37.602175
일신휴먼빌.우정아파트,127.0113043,37.60008351
돈암코오롱하늘채아파트,127.0113126,37.59888069
돈암코오롱하늘채아파트,127.011372,37.59879283
힐스테이트입구,127.0281286,37.60651152
한국가구박물관입구,126.9926083,37.59929095
우리옛돌박물관.정법사,126.99003,37.600604
한국가구박물관입구,126.9921864,37.5997707
북서울꿈의숲,127.0452973,37.62035662
관문약국,127.0552994,37.6158597
쌍다리,126.9959969,37.59338237
삼선교,127.0074487,37.58917411
현대백화점별관주차장,127.0291417,37.60753672
세광빌라,127.0544843,37.61490944
간대어린이공원,127.0511835,37.61863784
돌곶이역2번출구,127.056174,37.61150753
성가복지병원앞,127.0311141,37.60593949
꿈의숲코오롱하늘채아파트,127.0456141,37.61914139
어해랑앞,127.0526527,37.61404666
고대병원,127.0262501,37.58648291
한신103동앞,127.0082088,37.59202331
성북소방서,127.0315251,37.6028
장위시장,127.0505764,37.6134406
생명의전화로터리,127.0378091,37.6038353
정릉시장입구.정릉약국,127.0097442,37.60837072
꿈의숲동문앞,127.0458244,37.62092404
꿈의숲대명루첸아파트,127.0469647,37.61938291
종암아이파크1차후문,127.0302915,37.6022065
돈암힐스테이트.코오롱하늘채,127.014367,37.59879169
자산약국.월곡전철역입구.6호선,127.0393383,37.60417271
수보약국,127.0080441,37.60870425
종암래미안,127.0298304,37.6018588
장위천주교앞,127.0487838,37.6123943
월곡시장.동덕여대오거리,127.0427145,37.60412738
정든마을,127.0073695,37.60961673
용문중고교,127.023075,37.58776
개운초등학교,127.0284325,37.60120225
우성APT정문,127.0152062,37.60045094
나약국,127.0414528,37.61429479
GS25장위제일점,127.0481667,37.61105374
월곡로데오거리,127.0438729,37.60489939
대동슈퍼,127.0058855,37.61117786
한진206동앞,127.0107233,37.5954941
죽림정사앞,127.0291749,37.5996513
쌍용APT,127.0164194,37.60002772
슈퍼앞,127.0423241,37.61565007
이지마트,127.0476291,37.60998707
동아아파트정문앞,127.0461343,37.60688703
수녀원입구,127.005548,37.61189514
성신여대평생교육원,127.020258,37.58934382
명신초.삼선푸르지오.힐스테이트,127.0145993,37.58225939
브라운스톤,127.0176786,37.59929765
동아아파트,127.0472756,37.60803185
월곡중학교입구,127.0471292,37.60759128
돈암시장,127.0134834,37.59130195
창신쌍용2단지.한성대후문,127.0127355,37.58139636
고명중고교,127.0202967,37.59846102
상월곡역,127.0478038,37.60686383
월곡초교,127.0461799,37.60912891
산장아파트,127.0034686,37.61660879
성북구청.경동고입구,127.0175977,37.58780158
한신301동앞,127.0089861,37.59621511
낙산삼거리,127.0103599,37.58028014
풍림아파트,127.022079,37.59743346
월곡중학교,127.0488367,37.60679759
월곡초등학교후문,127.0454756,37.61137919
도광사,127.0013582,37.61543202
경동고앞,127.0149049,37.58704143
구민회관201동앞,127.0091044,37.59549999
현대홈마트,127.0328695,37.59777427
풍림아파트.성신초교,127.0230545,37.59526977
누구나교회,127.044896,37.61190835
넓은마당,126.9997383,37.61468593
삼선노인정,127.0138721,37.58637475
한신113동앞,127.0085262,37.59446343
종암아이파크2차정문,127.0325169,37.5969733
개운중학교,127.0250869,37.59404657
태광빌라,127.0439163,37.61229368
삼선초교,127.0134135,37.58510655
동구고등학교후문,127.0084192,37.59370386
극동아파트후문,127.033333,37.59601611
성북구의회,127.0261062,37.59448608
장위1동노인정,127.043045,37.61161439
고려대역.숭례초교,127.0360345,37.59489256
극동아파트정문,127.034267,37.59541933
고려대아이스링크,127.0278066,37.5929133
하트마트편의점,127.0415425,37.61208121
선경아파트,127.0343481,37.59436413
고려대안암학사,127.0299756,37.59125386
종암중학교,127.0347677,37.59323044
고려대법과대학.한국어교육관입구,127.033307,37.591334
해병대전우회,127.0356891,37.59242909
성북세무서앞,127.0105659,37.58792226
꿈의숲대명루첸아파트,127.0456216,37.62081958
래미안세레니티,127.0294148,37.59905652
양광교회.죽림정사앞,127.029364,37.59957016
석관동주민센터,127.0613211,37.61298587
한신105동앞,127.0090299,37.59267315
한신108동앞,127.0094244,37.59357395
스카이프라자앞.111동앞,127.0104117,37.59451104
한진207동앞,127.0106667,37.59631409
한진202동앞,127.0096986,37.59652924
한진204동앞,127.0096873,37.5964459
한진207동앞,127.0104212,37.59635711
스카이프라자앞.111동,127.0104115,37.59475559
한신108동앞,127.0096419,37.5939787
삼선동주민센터,127.0142591,37.59100901
수유3동우체국,127.0291615,37.64134568
수유3동우체국,127.0288271,37.64089302
수유역,127.0240046,37.63650855
수유역.강북구청,127.0253079,37.63759172
수유시장.성신여대미아캠퍼스앞,127.024172,37.63122621
수유시장.성신여대미아캠퍼스앞,127.0246144,37.63035019
미아역.신일중고,127.0266493,37.62486968
미아역.신일중고,127.027045,37.62429503
도봉세무서.성북시장,127.0287194,37.61971409
도봉세무서.성북시장,127.0292481,37.61883721
미아사거리역,127.0299325,37.61376212
미아사거리역,127.0302131,37.61289431
수유역.강북구청,127.0258704,37.63828952
우이동도선사입구.북한산우이역,127.0127135,37.66265459
우이동성원아파트,127.013424,37.660809
우이동성원아파트,127.013357,37.662045
진성빌라사거리,127.0137598,37.65969094
서라벌중학교.우이동대우아파트,127.0129303,37.65509758
덕성여대솔밭근린공원,127.0126092,37.65138093
4.19민주묘지역,127.0137115,37.64911099
4.19민주묘지역,127.014019,37.649113
국립4.19민주묘지입구사거리,127.013448,37.648147
국립4.19민주묘지입구사거리,127.013707,37.64803
국립419묘지삼거리.윤극영가옥,127.010438,37.64653
국립419묘지삼거리.윤극영가옥,127.0106932,37.64632246
인수동백운교회입구,127.0106566,37.64458788
인수동백운교회입구,127.0109422,37.64430942
인수중학교.극동아파트,127.0108286,37.64250367
인수중학교.극동아파트,127.0110529,37.64231082
서울영어마을수유캠프국립재활원입구,127.0119023,37.64005127
서울영어마을수유캠프국립재활원입구,127.0118514,37.6403058
인수동장미원,127.0155272,37.64503338
인수동장미원,127.0159997,37.64459989
가오리역,127.016555,37.64188
가오리역,127.0168114,37.64168058
강북청년창업마루,127.01746,37.646853
강북청년창업마루,127.0170949,37.64675783
수유2동주민센터우이시장,127.0194289,37.64508867
수유2동주민센터우이시장,127.020202,37.644893
광산사거리,127.0217662,37.64336548
광산사거리,127.0219164,37.64365152
우이초등학교후문,127.0136268,37.63839715
우이초등학교후문,127.0138285,37.63842866
인수동청수탕입구,127.0128649,37.63716801
인수동청수탕입구,127.0130724,37.63651846
우이초등학교,127.0171141,37.63650893
우이초등학교,127.017357,37.63681
화계사입구.한신대학교대학원,127.0139576,37.6339739
화계사입구.한신대학교대학원,127.0139522,37.6337259
수유동삼양탕앞,127.015551,37.63408
수유동삼양탕앞,127.0149108,37.6338204
화계사입구사거리,127.0168991,37.63428662
화계사입구사거리,127.0168721,37.63399314
강북노인종합복지관,127.0189956,37.63443345
강북노인종합복지관,127.0191414,37.63421713
신일병원,127.0222678,37.63472269
신일병원,127.0212163,37.63438712
강북구청,127.02602,37.640412
강북구청,127.0262069,37.64061432
강북경찰서입구,127.0286868,37.63514335
강북경찰서입구,127.0291222,37.63498699
북부시장입구,127.0318783,37.63543452
북부시장입구,127.0322955,37.63517326
번동사거리,127.035031,37.63612513
번동사거리,127.0345096,37.63563199
북부수도사업소,127.0361604,37.63423504
북부수도사업소,127.0352743,37.63495684
수유보건지소,127.0174697,37.63334035
수유보건지소,127.0177048,37.63325388
빨래골입구.수유1동주민센터,127.0177651,37.62985885
빨래골입구.서울수유초등학교,127.017982,37.630007
롯데마트삼양점.래미안1차아파트,127.018224,37.62529479
롯데마트삼양점.래미안1차아파트,127.0184391,37.62547022
삼양초등학교,127.0189879,37.62324245
삼양초등학교,127.019088,37.623407
삼양사거리역,127.0201741,37.62182995
삼양사거리역,127.0205867,37.62151722
삼양동사거리,127.021308,37.6180883
삼양동사거리,127.0214576,37.61853341
송천초등학교.미아뉴타운입구,127.0221104,37.61545969
송천초등학교.미아뉴타운입구,127.0223139,37.61409631
삼양동사거리,127.0223396,37.61915588
삼양동사거리,127.0217903,37.61914472
성암국제무역고등학교,127.0249842,37.61832419
성암국제무역고등학교,127.0255231,37.61794239
삼양입구사거리,127.0283809,37.61728877
삼양입구사거리,127.028487,37.61706
강북보건소,127.039034,37.63225189
신창교,127.0385729,37.6332852
강북보건소,127.039233,37.632478
번동주공4단지,127.0399848,37.63137804
초안교,127.04109,37.63111
번동주공3단지,127.0434629,37.62901958
번동주공3단지,127.044375,37.628652
번동주공1단지,127.0481296,37.62550715
번동주공1단지,127.047227,37.627015
오현초등학교,127.0479844,37.62341309
북서울꿈의숲,127.0442547,37.61917134
송중동한일유엔아이,127.0379534,37.61374991
창문여고앞,127.0354112,37.61199777
숭곡초등학교입구,127.0318278,37.61002218
강북청소년수련관,127.0068383,37.64566705
강북청소년수련관,127.0067788,37.64577968
국립4.19민주묘지,127.0091441,37.64689969
국립4.19민주묘지,127.008957,37.64695
강북중학교,127.0235481,37.64484192
한성운수차고지,127.0367038,37.63438127
광산사거리,127.0229921,37.64252355
광산사거리,127.0231024,37.64384451
수유중앙시장,127.0227228,37.64036011
대한병원,127.0231693,37.63673375
삼성화재강북지점,127.0248073,37.63551007
강북구청사거리,127.028345,37.638748
강북구청사거리,127.028612,37.638982
수송초등학교,127.031455,37.636832
수송초등학교,127.031647,37.636998
수유중학교혜화여고,127.0135834,37.6321134
혜화여고,127.0137958,37.63197598
서울정인학교,127.013002,37.62921339
우광타운,127.0131269,37.62929787
구세군강북종합사회복지관입구,127.012386,37.62477382
구세군강북종합사회복지관입구,127.012504,37.62492
솔샘중고등학교.팔팔·미송경로당,127.013138,37.623368
솔샘중고등학교.팔팔·미송경로당,127.013027,37.62326083
동북프라자,127.0184179,37.61988636
동북시장,127.0187973,37.61999442
두산위브아파트입구,127.0162572,37.62002182
두산위브아파트입구,127.016195,37.6201499
삼각산동SK아파트북한산시티미양초등학교,127.0133943,37.62018436
삼양동벽산라이브파크미양초등학교,127.0126071,37.62030833
SK아파트.벽산아파트상가,127.0111969,37.61973237
SK아파트.벽산아파트상가,127.0113419,37.61993691
솔샘터널,127.0092343,37.61877697
번동주공아파트3단지4단지,127.0399359,37.62937969
번동주공아파트3단지4단지,127.041138,37.63011
번동초등학교,127.0398419,37.62893886
번동한솔솔파크,127.0382811,37.62766386
번동한솔솔파크,127.037812,37.62753384
번동해모로아파트,127.0368165,37.62637509
번동해모로아파트,127.0370034,37.62685113
강북문화정보도서관,127.0372886,37.62523152
강북문화정보도서관,127.0369291,37.6253893
동문굿모닝힐,127.0377556,37.62354746
동문굿모닝힐,127.0374544,37.62374039
북서울꿈의숲,127.0375263,37.62258428
꿈의숲롯데캐슬아파트,127.0358154,37.61799254
꿈의숲롯데캐슬아파트,127.0359375,37.61859889
경남아너스빌.꿈의숲해링턴아파트,127.0345036,37.61649729
경남아너스빌.꿈의숲해링턴아파트,127.0345744,37.61674879
송중초등학교,127.0311622,37.61642163
송중초등학교,127.0316487,37.61655414
수유3동우체국,127.0275794,37.64002567
수유3동우체국,127.0281158,37.64005978
수유역.노스페이스문화센터,127.0268974,37.63895185
수유역.강북구청,127.0250607,37.63769333
미아역8번출구.신일중고,127.0255444,37.62737854
영신여객차고지(우이동종점),127.011523,37.662868
영신여객차고지(우이동종점),127.0112628,37.66291828
미아사거리역,127.029735,37.61538503
미아사거리역,127.0304393,37.61177844
한신대학교,127.013071,37.63537589
수유사거리,127.0243326,37.63462092
수유사거리,127.0249133,37.63492488
송중동주민센터앞,127.0333692,37.61605807
송중동경남아너스빌정문,127.0340715,37.61333609
북서울꿈의숲,127.0378334,37.62271754
수유역.강북구청,127.0260514,37.63863114
삼각산보건지소,127.015444,37.618182
삼각산보건지소,127.0152814,37.61746839
삼각산동삼각산아이원아파트후문,127.0188312,37.61634783
삼각산동삼각산아이원아파트후문,127.0187454,37.61627109
롯데백화점미아점,127.0307562,37.61470941
우이동주민센터입구,127.0123581,37.64766401
창문여고,127.0358639,37.61213401
솔샘터널,127.0092116,37.61874318
우이동도선사입구,127.0129572,37.66278971
우이동차고지기점,127.011738,37.663032
한성운수종점,127.035297,37.634618
화계사입구.종점,127.013707,37.632628
SK아파트벽산아파트상가,127.0111164,37.61969724
우이동차고지종점,127.012147,37.663129
삼각산동삼각산아이원아파트정문,127.016688,37.61617785
삼각산동삼각산아이원아파트정문,127.0164422,37.6163581
삼각산고.래미안트리베라,127.0218144,37.6144303
삼각산고.래미안트리베라,127.0212028,37.6144687
방천시장입구,127.0330881,37.61117582
화계사입구.한신대학교대학원,127.01343,37.633257
미아사거리역.롯데백화점,127.0302283,37.61407923
삼각산119안전센터,127.0151791,37.6195493
삼각산119안전센터,127.0153454,37.61979219
무량사입구,127.0079439,37.64621004
무량사입구,127.007842,37.646323
꿈의숲주차장입구,127.0453126,37.62086498
수유중앙시장,127.0223876,37.64089361
대한병원,127.0228831,37.63683313
우이동,127.0122905,37.66343097
미송경로당,127.0127201,37.62417727
번동초교.솔그린APT.하나은행,127.0395643,37.62899212
영암마트,127.030351,37.62890113
빨래골,127.0101795,37.62743938
본원정사,127.0063794,37.63810131
아카데미하우스.통일교육원,127.0020125,37.64204009
성원아파트,127.0133989,37.66109807
번동슈퍼,127.0378427,37.62764826
동아할인마트,127.0310972,37.6278746
수연슈퍼,127.0113566,37.62771908
모아빌라,127.0074386,37.63820046
신성빌라,127.003531,37.64350251
송중동주민센터,127.0333692,37.61610853
마을버스사무실,127.012914,37.62497741
청화슈퍼,127.0366464,37.62781895
믿음슈퍼,127.0321222,37.62708859
다리앞,127.0122019,37.62788258
해청빌라,127.0076914,37.63753425
백련사,127.0045158,37.6441927
구세군강북종합사회복지관,127.0138351,37.62516653
교육촌경로당,127.0356413,37.62716014
당진슈퍼,127.0323057,37.62557548
삼흥연립,127.0133448,37.62808377
기도원입구,127.0079138,37.63701078
강북청소년수련관,127.0070203,37.64569739
보람미용실,127.0154053,37.62525735
영순슈퍼,127.0344606,37.6266121
동문굿모닝힐,127.0374658,37.62389988
삼광학원,127.0321494,37.62449886
한빛맹아학교,127.015218,37.62871129
형제슈퍼,127.0098046,37.63668277
쌍문교,127.0246386,37.646178
페리카나치킨,127.0165405,37.62540677
당진슈퍼,127.0325364,37.62559248
동성마트,127.0321875,37.62362751
한빛예술단,127.0162904,37.62939659
삼성하이츠빌라,127.0110181,37.63673348
도일타운,127.0119358,37.63675366
강북중학교,127.0232862,37.6445347
삼양시장.롯데마트,127.0174162,37.62507054
한영교회,127.0323754,37.62307779
수유1동주민센터.파출소,127.017525,37.63015263
광산사거리,127.0230566,37.64248029
삼양부동산,127.0180166,37.62487762
제일슈퍼,127.0326718,37.62219915
진주빌딩,127.0179523,37.63091128
청수탕,127.0126566,37.63674467
강북구청,127.025984,37.64038106
삼양오거리,127.0188481,37.62478918
도일타운,127.0118238,37.63690215
홈빌라트,127.0329274,37.62124033
광성슈퍼,127.0186381,37.63214836
인수초중학교,127.0107834,37.64355613
수유역,127.0249678,37.63759063
오현초등학교,127.0459679,37.62353554
구.삼양극장,127.02114,37.62486359
꿈의숲해링턴아파트101동앞,127.033175,37.62013733
화계유치원,127.0195268,37.63387289
한신대신학대학원.화계사,127.013984,37.63373041
주공1.2단지한진아파트,127.04475,37.62533727
삼양신협,127.0232915,37.62541735
번3동주민센터,127.046604,37.62615924
미아사거리전철역,127.0304263,37.61286835
꿈의숲해링턴105동.강북50플러스센터,127.0335842,37.61838512
삼양탕,127.0149765,37.6338294
국립재활원,127.0115682,37.6402545
신원아파트.북서울꿈의교회,127.0442248,37.62611601
미아역6번출구,127.0253865,37.62593954
꿈의숲해링턴아파트108동앞,127.0339855,37.61666412
북한산스카이빌딩,127.0236086,37.63568602
송암교회.화계사거리.수유보건지소,127.0168166,37.63397783
강북구의회.강북문화예술회관,127.0142821,37.64034161
경남아너스빌정문,127.0344292,37.61306886
기산아파트.2단지후문,127.0442393,37.6276136
미아역7번출구,127.0258342,37.62673853
수유역,127.0253881,37.63748151
가오리,127.0162844,37.64063059
송중동주민센터,127.033624,37.61598681
쌍문교,127.0245795,37.64564277
주공3단지정문,127.0423068,37.62824867
깨순이김밥,127.0253321,37.62604678
8번지입구,126.45723,37.440965
번동삼거리,127.0279469,37.63509757
벽산아파트,127.0199332,37.64098236
한양아파트입구.삼덕상운,127.0409777,37.62798963
삼양신협,127.0235197,37.62563826
미아사거리역2번출구,127.030812,37.613858
양지빌라,127.0380243,37.61505105
성당앞,127.0220299,37.64225701
하나은행.새마을금고,127.0395278,37.62874463
북서울꿈의숲,127.0440959,37.61898533
강북반석교회,127.0214409,37.62510482
8번지슈퍼,127.0380372,37.61585031
롯데백화점,127.0309377,37.61445529
중앙시장,127.0224706,37.64038985
강북구민운동장.4단지,127.0385974,37.63010798
훌랄라치킨,127.0188731,37.62489911
산장빌라,127.0380477,37.6164279
화계유치원,127.0193274,37.63399367
강북보건소.번2동주민센터,127.0370685,37.63154479
삼일약국.롯데마트,127.017932,37.62503783
삼우하이츠빌라,127.0372251,37.61608124
꿈의숲해링턴아파트108동앞,127.0340676,37.61671365
성일빌딩,127.0183911,37.63226194
금호.현대아파트,127.0363141,37.63186942
삼양시장,127.0173515,37.62523163
한일아파트후문,127.0371512,37.61548565
꿈의숲해링턴105동.강북50플러스센터,127.0336691,37.61839411
수유1동주민센터.파출소,127.0175704,37.63040223
수유역,127.0245854,37.63685081
로얄공인중계사무소,127.0350082,37.63273395
페리카나치킨,127.0165825,37.62548426
장미맨션,127.0371418,37.61474406
꿈의숲해링턴아파트101동앞,127.0333154,37.62003097
한빛예술단,127.0162721,37.62962684
